used,23
considered,23
sake,23
marrying,23
desire,23
hopes,23
inquiries,23
fortnight,23
remained,23
whenever,23
nature,23
curiosity,23
probably,23
prevented,23
degree,23
hunsford,23
dislike,23
question,23
spite,23
conduct,23
delighted,23
especially,23
large,23
directly,23
importance,23
frequently,23
pleasing,22
favour,22
eliza,22
praise,22
park,22
spent,22
natural,22
latter,22
depend,22
inclination,22
meeting,22
proud,22
seems,22
favourite,22
further,22
voice,22
niece,22
fixed,22
regiment,22
unless,22
company,22
event,22
written,22
son,22
fair,22
true,22
