fancy,19
summer,19
drew,19
comprehend,19
late,19
circumstance,19
regret,19
eldest,19
women,19
strong,19
danger,19
intelligence,19
join,19
common,19
resolution,19
charming,19
affected,19
anxiety,19
taking,18
pause,18
vanity,18
capable,18
success,18
superior,18
none,18
smiled,18
bring,18
accept,18
future,18
light,18
persuade,18
civil,18
reached,18
parsonage,18
leaving,18
weeks,18
connections,18
avoid,18
expectation,18
felicity,18
removed,18
health,18
cold,18
excellent,18
admire,18
led,18
concerned,18
delightful,18
chance,18
play,18
slight,18
stairs,18
evident,18
affair,18
accepted,18
effect,18
street,18
